geografia|giorno|data|totale_casi_positivi|totale_casi_positivi_ab|deceduti|deceduti_inc|letalita|totale_ricoveri|totale_ricoveri_inc|attualmente_positivi|dimessi|tamponi|tamponi_inc
PO|229|10/10/2020|1177|4.59681224822998|54|0|4.5879354||||||
PT|229|10/10/2020|1203|4.136593341827393|84|0|6.9825435||||||
SI|229|10/10/2020|791|3.001601457595825|33|0|4.1719341||||||
Toscana|229|10/10/2020|17643|4.809541702270508|1173|0||190|11.764706|5640|10830|828114|1.3756049
aslCENTRO|229|10/10/2020|7378|4.613418102264404|561|0|||||||
aslNO|229|10/10/2020|6794|5.434543609619141|492|0|||||||
aslSE|229|10/10/2020|2921|3.566832065582275|111|0|||||||
AR|230|11/10/2020|1540|4.571496486663818|53|0|3.4415584||||||
FI|230|11/10/2020|5136|5.208919525146484|423|0|8.235981||||||
GR|230|11/10/2020|677|3.097859382629395|26|4|3.8404727||||||
LI|230|11/10/2020|915|2.776176452636719|65|0|7.1038251||||||
LU|230|11/10/2020|2194|5.763431549072266|149|0|6.7912488||||||
MS|230|11/10/2020|1641|8.644075393676758|181|0|11.02986||||||
PI|230|11/10/2020|2218|5.326289176940918|97|0|4.3733091||||||
PO|230|11/10/2020|1224|4.780372142791748|54|0|4.4117646||||||
PT|230|11/10/2020|1250|4.298206329345703|84|0|6.7199998||||||
SI|230|11/10/2020|815|3.092674016952515|33|0|4.0490799||||||
Toscana|230|11/10/2020|18160|4.950477600097656|1174|.085251495||217|14.210526|6142|10844|839508|1.3758975
aslCENTRO|230|11/10/2020|7610|4.758486270904541|561|0|||||||
aslNO|230|11/10/2020|6968|5.573726654052734|492|0|||||||
aslSE|230|11/10/2020|3032|3.70237398147583|112|.9009009|||||||
AR|231|12/10/2020|1618|4.80303955078125|53|0|3.2756488||||||
FI|231|12/10/2020|5245|5.319467067718506|428|1.1820331|8.1601524||||||
GR|231|12/10/2020|691|3.161921501159668|26|0|3.7626629||||||
LI|231|12/10/2020|934|2.833823919296265|65|0|6.9593148||||||
LU|231|12/10/2020|2235|5.871134281158447|149|0|6.6666665||||||
MS|231|12/10/2020|1666|8.775765419006348|182|.55248618|10.92437||||||
PI|231|12/10/2020|2274|5.460767269134521|97|0|4.2656112||||||
PO|231|12/10/2020|1294|5.053759574890137|54|0|4.1731067||||||
PT|231|12/10/2020|1262|4.339468955993652|84|0|6.6561012||||||
SI|231|12/10/2020|857|3.252051115036011|33|0|3.8506417||||||
Toscana|231|12/10/2020|18626|5.077510833740234|1180|.51107323||245|12.903226|6504|10942|848466|1.0670536
aslCENTRO|231|12/10/2020|7801|4.877917766571045|566|.89126557|||||||
aslNO|231|12/10/2020|7109|5.68651294708252|493|.20325203|||||||
aslSE|231|12/10/2020|3166|3.86600136756897|112|0|||||||
AR|232|13/10/2020|1720|5.105827331542969|54|1.8867924|3.139535||||||
FI|232|13/10/2020|5345|5.420886993408203|428|0|8.0074835||||||
GR|232|13/10/2020|707|3.235135316848755|26|0|3.6775105||||||
LI|232|13/10/2020|962|2.918777942657471|65|0|6.7567568||||||
LU|232|13/10/2020|2268|5.957822322845459|149|0|6.569665||||||
MS|232|13/10/2020|1694|8.923256874084473|182|0|10.743802||||||
PI|232|13/10/2020|2347|5.636068820953369|97|0|4.1329355||||||
PO|232|13/10/2020|1330|5.194358825683594|54|0|4.0601501||||||
PT|232|13/10/2020|1286|4.421994209289551|84|0|6.5318818||||||
SI|232|13/10/2020|897|3.403838634490967|33|0|3.6789298||||||
Toscana|232|13/10/2020|19106|5.208360195159912|1181|.084745765||262|6.9387755|6917|11008|856638|.96314996
aslCENTRO|232|13/10/2020|7961|4.977964878082275|566|0|||||||
aslNO|232|13/10/2020|7271|5.816097259521484|493|0|||||||
aslSE|232|13/10/2020|3324|4.058935165405273|113|.89285713|||||||
AR|233|14/10/2020|1797|5.334402084350586|54|0|3.0050085||||||
FI|233|14/10/2020|5541|5.619669914245605|428|0|7.7242374||||||
GR|233|14/10/2020|724|3.312925100326538|26|0|3.5911603||||||
LI|233|14/10/2020|999|3.031038522720337|65|0|6.5065064||||||
LU|233|14/10/2020|2305|6.055017948150635|149|0|6.4642081||||||
MS|233|14/10/2020|1713|9.023340225219727|182|0|10.624635||||||
PI|233|14/10/2020|2432|5.840187072753906|99|2.0618556|4.0707235||||||
PO|233|14/10/2020|1374|5.366202354431152|54|0|3.930131||||||
PT|233|14/10/2020|1322|4.545782566070557|84|0|6.3540092||||||
SI|233|14/10/2020|924|3.506295442581177|33|0|3.5714285||||||
Toscana|233|14/10/2020|19681|5.36510705947876|1183|.16934802||275|4.961832|7427|11071|867671|1.2879419
aslCENTRO|233|14/10/2020|8237|5.150545597076416|566|0|||||||
aslNO|233|14/10/2020|7449|5.958480358123779|495|.40567952|||||||
aslSE|233|14/10/2020|3445|4.206688404083252|113|0|||||||
AR|234|15/10/2020|1872|5.557039737701416|54|0|2.8846154||||||
FI|234|15/10/2020|5684|5.764699935913086|429|.23364486|7.5475016||||||
GR|234|15/10/2020|736|3.367835283279419|26|0|3.5326087||||||
LI|234|15/10/2020|1044|3.167571783065796|65|0|6.2260537||||||
LU|234|15/10/2020|2362|6.204751491546631|149|0|6.3082132||||||
MS|234|15/10/2020|1741|9.170832633972168|182|0|10.453762||||||
PI|234|15/10/2020|2497|5.996277809143066|100|1.010101|4.0048056||||||
PO|234|15/10/2020|1430|5.584912300109863|54|0|3.7762237||||||
PT|234|15/10/2020|1372|4.717710971832275|84|0|6.1224489||||||
SI|234|15/10/2020|974|3.696029901504517|33|0|3.3880904||||||
Toscana|234|15/10/2020|20262|5.523489952087402|1185|.16906171||322|17.09091|7906|11171|878817|1.2845883
aslCENTRO|234|15/10/2020|8486|5.306243896484375|567|.17667845|||||||
aslNO|234|15/10/2020|7644|6.114461421966553|496|.2020202|||||||
aslSE|234|15/10/2020|3582|4.373979091644287|113|0|||||||
AR|235|16/10/2020|1952|5.794520378112793|54|0|2.7663934||||||
FI|235|16/10/2020|5947|6.031434059143066|430|.23310024|7.2305365||||||
GR|235|16/10/2020|745|3.409018039703369|26|0|3.4899328||||||
LI|235|16/10/2020|1072|3.252525806427002|65|0|6.0634327||||||
LU|235|16/10/2020|2464|6.472695827484131|149|0|6.0470781||||||
MS|235|16/10/2020|1787|9.413140296936035|183|.54945058|10.240626||||||
PI|235|16/10/2020|2577|6.188389301300049|100|0|3.8804812||||||
PO|235|16/10/2020|1469|5.737227916717529|54|0|3.6759701||||||
PT|235|16/10/2020|1436|4.937778949737549|84|0|5.8495822||||||
SI|235|16/10/2020|1018|3.862996339797974|33|0|3.2416503||||||
Toscana|235|16/10/2020|21017|5.729305267333984|1187|.16877638||359|11.490684|8515|11315|890317|1.3085773
aslCENTRO|235|16/10/2020|8852|5.535101413726807|568|.17636684|||||||
aslNO|235|16/10/2020|7900|6.319236755371094|497|.2016129|||||||
aslSE|235|16/10/2020|3715|4.536385059356689|113|0|||||||
AR|236|17/10/2020|2043|6.064653873443604|55|1.8518518|2.6921194||||||
FI|236|17/10/2020|6206|6.294111251831055|431|.23255815|6.9448919||||||
GR|236|17/10/2020|766|3.505111217498779|26|0|3.3942559||||||
LI|236|17/10/2020|1123|3.407263517379761|65|0|5.7880678||||||
LU|236|17/10/2020|2531|6.648698806762695|149|0|5.887001||||||
MS|236|17/10/2020|1829|9.634378433227539|183|0|10.005467||||||
PI|236|17/10/2020|2756|6.61823844909668|100|0|3.6284471||||||
PO|236|17/10/2020|1493|5.830960750579834|54|0|3.6168787||||||
PT|236|17/10/2020|1494|5.137216091156006|84|0|5.6224899||||||
SI|236|17/10/2020|1105|4.193134784698486|33|0|2.9864254||||||
Toscana|236|17/10/2020|21896|5.968923568725586|1189|.16849199||394|9.7493038|9247|11460|903865|1.5217052
aslCENTRO|236|17/10/2020|9193|5.748326778411865|569|.17605634|||||||
aslNO|236|17/10/2020|8239|6.590404033660889|497|0|||||||
aslSE|236|17/10/2020|3914|4.779384136199951|114|.88495576|||||||
AR|237|18/10/2020|2127|6.314008235931396|55|0|2.5858016||||||
FI|237|18/10/2020|6520|6.612569332122803|436|1.1600928|6.6871166||||||
GR|237|18/10/2020|794|3.633235454559326|26|0|3.2745593||||||
LI|237|18/10/2020|1176|3.568069458007813|65|0|5.5272107||||||
LU|237|18/10/2020|2609|6.853597164154053|149|0|5.7110004||||||
MS|237|18/10/2020|1856|9.776602745056152|183|0|9.8599138||||||
PI|237|18/10/2020|2889|6.937623977661133|100|0|3.4614053||||||
PO|237|18/10/2020|1543|6.026237487792969|54|0|3.499676||||||
PT|237|18/10/2020|1599|5.498265266418457|84|0|5.2532835||||||
SI|237|18/10/2020|1139|4.32215404510498|33|0|2.8972783||||||
Toscana|237|18/10/2020|22802|6.215902328491211|1194|.42052144||440|11.675127|9986|11622|917245|1.4803096
aslCENTRO|237|18/10/2020|9662|6.041589736938477|574|.87873465|||||||
aslNO|237|18/10/2020|8530|6.82317590713501|497|0|||||||
aslSE|237|18/10/2020|4060|4.957664489746094|114|0|||||||
AR|238|19/10/2020|2215|6.575236797332764|57|3.6363637|2.5733635||||||
FI|238|19/10/2020|6867|6.96449613571167|440|.91743118|6.4074559||||||
GR|238|19/10/2020|813|3.720176696777344|26|0|3.1980319||||||
LI|238|19/10/2020|1239|3.759216070175171|65|0|5.2461662||||||
LU|238|19/10/2020|2649|6.958673477172852|149|0|5.624764||||||
MS|238|19/10/2020|1923|10.12952899932861|184|.54644811|9.5683823||||||
PI|238|19/10/2020|3082|7.401092529296875|100|0|3.2446463||||||
PO|238|19/10/2020|1580|6.170742034912109|54|0|3.4177215||||||
PT|238|19/10/2020|1677|5.766473293304443|86|2.3809524|5.1282053||||||
SI|238|19/10/2020|1193|4.5270676612854|33|0|2.7661357||||||
Toscana|238|19/10/2020|23788|6.484689235687256|1206|1.0050251||511|16.136364|10851|11731|927802|1.1509466
aslCENTRO|238|19/10/2020|10124|6.330475330352783|580|1.0452962|||||||
aslNO|238|19/10/2020|8893|7.113540649414063|498|.20120725|||||||
aslSE|238|19/10/2020|4221|5.154261589050293|116|1.7543859|||||||
AR|239|20/10/2020|2303|6.836464881896973|57|0|2.4750326||||||
FI|239|20/10/2020|7110|7.210946083068848|441|.22727273|6.2025318||||||
GR|239|20/10/2020|846|3.871180295944214|26|0|3.0732861||||||
LI|239|20/10/2020|1281|3.88664698600769|66|1.5384616|5.152225||||||
LU|239|20/10/2020|2679|7.03748083114624|149|0|5.5617766||||||
MS|239|20/10/2020|1971|10.38237285614014|184|0|9.3353624||||||
PI|239|20/10/2020|3190|7.66044282913208|100|0|3.1347961||||||
PO|239|20/10/2020|1643|6.41679048538208|54|0|3.2866707||||||
PT|239|20/10/2020|1778|6.113768577575684|86|0|4.8368955||||||
SI|239|20/10/2020|1249|4.739570140838623|33|0|2.6421137||||||
Toscana|239|20/10/2020|24600|6.706043243408203|1208|.16583748||547|7.0450096|11546|11846|939153|1.2234291
aslCENTRO|239|20/10/2020|10531|6.584969997406006|581|.1724138|||||||
aslNO|239|20/10/2020|9121|7.295918464660645|499|.20080322|||||||
aslSE|239|20/10/2020|4398|5.370396137237549|116|0|||||||
AR|240|21/10/2020|2443|7.252055644989014|57|0|2.3331969||||||
FI|240|21/10/2020|7413|7.518248081207275|449|1.8140589|6.0569272||||||
GR|240|21/10/2020|869|3.976425170898438|26|0|2.9919448||||||
LI|240|21/10/2020|1386|4.205224514007568|66|0|4.7619047||||||
LU|240|21/10/2020|2746|7.213483333587646|149|0|5.4260745||||||
MS|240|21/10/2020|2001|10.5403995513916|186|1.0869565|9.295352||||||
PI|240|21/10/2020|3294|7.910187721252441|100|0|3.0358226||||||
PO|240|21/10/2020|1684|6.57691764831543|56|3.7037036|3.3254156||||||
PT|240|21/10/2020|1801|6.192855358123779|86|0|4.775125||||||
SI|240|21/10/2020|1279|4.853411197662354|33|0|2.5801408||||||
Toscana|240|21/10/2020|25466|6.942117691040039|1221|1.0761589||579|5.8500915|12239|12006|950782|1.2382433
aslCENTRO|240|21/10/2020|10898|6.814452648162842|591|1.7211704|||||||
aslNO|240|21/10/2020|9427|7.540688991546631|501|.4008016|||||||
aslSE|240|21/10/2020|4591|5.60606861114502|116|0|||||||
AR|241|22/10/2020|2563|7.6082763671875|58|1.7543859|2.2629731||||||
FI|241|22/10/2020|7690|7.799180507659912|449|0|5.8387518||||||
GR|241|22/10/2020|901|4.122852802276611|26|0|2.8856826||||||
LI|241|22/10/2020|1562|4.739221572875977|66|0|4.2253523||||||
LU|241|22/10/2020|2841|7.463039398193359|149|0|5.2446322||||||
MS|241|22/10/2020|2061|10.85645389556885|186|0|9.024745||||||
PI|241|22/10/2020|3506|8.419282913208008|102|2|2.9092984||||||
PO|241|22/10/2020|1735|6.776099681854248|58|3.5714285|3.3429394||||||
PT|241|22/10/2020|1852|6.368222236633301|87|1.1627907|4.6976242||||||
SI|241|22/10/2020|1350|5.122834205627441|35|6.060606|2.5925925||||||
Toscana|241|22/10/2020|26611|7.25424861907959|1229|.65520066||606|4.6632123|13261|12121|962277|1.2090048
aslCENTRO|241|22/10/2020|11277|7.05143928527832|594|.5076142|||||||
aslNO|241|22/10/2020|9970|7.97503662109375|503|.3992016|||||||
aslSE|241|22/10/2020|4814|5.878373622894287|119|2.5862069|||||||
AR|242|23/10/2020|2612|7.753732681274414|58|0|2.2205207||||||
FI|242|23/10/2020|8122|8.237314224243164|452|.66815144|5.5651317||||||
GR|242|23/10/2020|935|4.27843189239502|26|0|2.7807486||||||
LI|242|23/10/2020|1671|5.069935321807861|68|3.030303|4.0694194||||||
LU|242|23/10/2020|3022|7.938509464263916|149|0|4.9305096||||||
MS|242|23/10/2020|2125|11.19357776641846|188|1.0752689|8.8470592||||||
PI|242|23/10/2020|3675|8.825119018554688|103|.98039216|2.802721||||||
PO|242|23/10/2020|1833|7.158842086791992|58|0|3.1642118||||||
PT|242|23/10/2020|1931|6.63986873626709|87|0|4.5054374||||||
SI|242|23/10/2020|1425|5.407435894012451|35|0|2.4561403||||||
Toscana|242|23/10/2020|27901|7.605906963348389|1237|.65093571||656|8.2508249|14374|12290|973655|1.1824038
aslCENTRO|242|23/10/2020|11886|7.432243347167969|597|.50505048|||||||
aslNO|242|23/10/2020|10493|8.393385887145996|508|.99403578|||||||
aslSE|242|23/10/2020|4972|6.071307182312012|119|0|||||||
AR|243|24/10/2020|2722|8.080267906188965|58|0|2.1307862||||||
FI|243|24/10/2020|8644|8.766725540161133|456|.88495576|5.2753353||||||
GR|243|24/10/2020|968|4.429435729980469|26|0|2.6859505||||||
LI|243|24/10/2020|1790|5.430990219116211|71|4.4117646|3.9664805||||||
LU|243|24/10/2020|3212|8.437621116638184|149|0|4.6388545||||||
MS|243|24/10/2020|2190|11.53596973419189|189|.53191489|8.6301374||||||
PI|243|24/10/2020|3864|9.278982162475586|106|2.9126213|2.7432711||||||
PO|243|24/10/2020|1934|7.553300857543945|58|0|2.998966||||||
PT|243|24/10/2020|2061|7.0868821144104|87|0|4.221252||||||
SI|243|24/10/2020|1492|5.661680221557617|35|0|2.3458445||||||
Toscana|243|24/10/2020|29427|8.021900177001953|1248|.88924819||727|10.823171|15688|12491|987024|1.3730736
aslCENTRO|243|24/10/2020|12639|7.90308952331543|601|.67001677|||||||
aslNO|243|24/10/2020|11056|8.843731880187988|515|1.3779528|||||||
aslSE|243|24/10/2020|5182|6.327738285064697|119|0|||||||
AR|244|25/10/2020|2830|8.400866508483887|59|1.7241379|2.0848057||||||
FI|244|25/10/2020|9182|9.312363624572754|462|1.3157895|5.0315833||||||
GR|244|25/10/2020|1007|4.607894420623779|26|0|2.5819266||||||
LI|244|25/10/2020|1953|5.925543785095215|72|1.4084507|3.686636||||||
LU|244|25/10/2020|3402|8.936733245849609|151|1.3422819|4.4385657||||||
MS|244|25/10/2020|2277|11.99424743652344|189|0|8.300395||||||
PI|244|25/10/2020|4146|9.956174850463867|108|1.8867924|2.6049204||||||
PO|244|25/10/2020|2145|8.377367973327637|59|1.7241379|2.7505827||||||
PT|244|25/10/2020|2222|7.640491008758545|88|1.1494253|3.9603961||||||
SI|244|25/10/2020|1576|5.980434417724609|35|0|2.2208121||||||
Toscana|244|25/10/2020|31290|8.529760360717773|1262|1.1217948||825|13.480055|17320|12708|1000835|1.3992567
aslCENTRO|244|25/10/2020|13549|8.47210693359375|609|1.3311148|||||||
aslNO|244|25/10/2020|11778|9.421261787414551|520|.97087377|||||||
aslSE|244|25/10/2020|5413|6.609812259674072|120|.84033614|||||||
AR|245|26/10/2020|3052|9.059874534606934|60|1.6949153|1.965924||||||
FI|245|26/10/2020|9861|10.00100421905518|467|1.0822511|4.7358279||||||
GR|245|26/10/2020|1038|4.749745845794678|26|0|2.504817||||||
LI|245|26/10/2020|2163|6.562699317932129|73|1.3888888|3.3749423||||||
LU|245|26/10/2020|3583|9.412203788757324|153|1.3245033|4.2701645||||||
MS|245|26/10/2020|2348|12.36824512481689|190|.52910054|8.0919933||||||
PI|245|26/10/2020|4381|10.5205020904541|108|0|2.4651906||||||
PO|245|26/10/2020|2412|9.420145988464355|60|1.6949153|2.4875622||||||
PT|245|26/10/2020|2453|8.434799194335938|89|1.1363636|3.6282103||||||
SI|245|26/10/2020|1620|6.147400856018066|35|0|2.1604939||||||
Toscana|245|26/10/2020|33461|9.12158203125|1275|1.030111||889|7.757576|19376|12810|1013957|1.3111053
aslCENTRO|245|26/10/2020|14726|9.208077430725098|616|1.1494253|||||||
aslNO|245|26/10/2020|12475|9.978794097900391|524|.76923078|||||||
aslSE|245|26/10/2020|5710|6.972478866577148|121|.83333331|||||||
AR|246|27/10/2020|3275|9.721851348876953|61|1.6666666|1.8625954||||||
FI|246|27/10/2020|10478|10.62676429748535|468|.21413276|4.4665012||||||
GR|246|27/10/2020|1078|4.932780742645264|26|0|2.4118738||||||
LI|246|27/10/2020|2367|7.181650161743164|76|4.1095891|3.2108154||||||
LU|246|27/10/2020|3693|9.701163291931152|153|0|4.1429734||||||
MS|246|27/10/2020|2395|12.61582088470459|191|.52631581|7.9749479||||||
PI|246|27/10/2020|4564|10.95995712280273|113|4.6296296|2.4758983||||||
PO|246|27/10/2020|2617|10.22077941894531|62|3.3333333|2.3691249||||||
PT|246|27/10/2020|2600|8.940268516540527|91|2.247191|3.5||||||
SI|246|27/10/2020|1667|6.325751304626465|35|0|2.09958||||||
Toscana|246|27/10/2020|35284|9.618537902832031|1290|1.1764706||923|3.824522|21040|12954|1027459|1.3316146
aslCENTRO|246|27/10/2020|15695|9.813987731933594|621|.8116883|||||||
aslNO|246|27/10/2020|13019|10.41394233703613|533|1.7175573|||||||
aslSE|246|27/10/2020|6020|7.351019859313965|122|.82644629|||||||
AR|247|28/10/2020|3370|10.00386047363281|62|1.6393442|1.8397626||||||
FI|247|28/10/2020|11104|11.26165199279785|469|.21367522|4.2237034||||||
GR|247|28/10/2020|1116|5.106663227081299|26|0|2.3297491||||||
LI|247|28/10/2020|2481|7.527534008026123|77|1.3157895|3.1035872||||||
LU|247|28/10/2020|3835|10.07418346405029|153|0|3.9895697||||||
MS|247|28/10/2020|2462|12.96874713897705|191|0|7.7579203||||||
PI|247|28/10/2020|4739|11.38020038604736|115|1.7699115|2.4266722||||||
PO|247|28/10/2020|2844|11.10733604431152|63|1.6129032|2.2151899||||||
PT|247|28/10/2020|2781|9.562648773193359|92|1.0989012|3.3081625||||||
SI|247|28/10/2020|1710|6.488923072814941|35|0|2.0467837||||||
Toscana|247|28/10/2020|36992|10.08414459228516|1297|.54263568||987|6.9339113|22360|13335|1041270|1.3441899
aslCENTRO|247|28/10/2020|16729|10.46054172515869|624|.4830918|||||||
aslNO|247|28/10/2020|13517|10.81229400634766|536|.56285179|||||||
aslSE|247|28/10/2020|6196|7.565933227539063|123|.81967211|||||||
AR|248|29/10/2020|3593|10.6658353805542|64|3.2258065|1.7812413||||||
FI|248|29/10/2020|11774|11.94116401672363|470|.21321961|3.9918463||||||
GR|248|29/10/2020|1167|5.340032577514648|26|0|2.2279348||||||
LI|248|29/10/2020|2575|7.812736988067627|78|1.2987013|3.0291262||||||
LU|248|29/10/2020|4007|10.52601146697998|155|1.3071896|3.8682306||||||
MS|248|29/10/2020|2580|13.5903205871582|192|.52356023|7.4418607||||||
PI|248|29/10/2020|4937|11.85567665100098|118|2.6086957|2.3901155||||||
PO|248|29/10/2020|3035|11.85329246520996|63|0|2.0757825||||||
PT|248|29/10/2020|2969|10.20909881591797|93|1.0869565|3.1323678||||||
SI|248|29/10/2020|1771|6.720399379730225|37|5.7142859|2.089215||||||
Toscana|248|29/10/2020|38958|10.62008285522461|1310|1.002313||1093|10.739615|23970|13678|1056864|1.4975942
aslCENTRO|248|29/10/2020|17778|11.11647510528564|626|.32051283|||||||
aslNO|248|29/10/2020|14099|11.2778377532959|543|1.3059702|||||||
aslSE|248|29/10/2020|6531|7.975001811981201|127|3.2520325|||||||
AR|249|30/10/2020|3895|11.56232357025146|64|0|1.6431322||||||
FI|249|30/10/2020|12608|12.78700542449951|472|.42553192|3.7436547||||||
GR|249|30/10/2020|1242|5.68322229385376|26|0|2.0933979||||||
LI|249|30/10/2020|2812|8.53181266784668|80|2.5641026|2.8449502||||||
LU|249|30/10/2020|4271|11.21951484680176|155|0|3.6291268||||||
MS|249|30/10/2020|2748|14.47527122497559|194|1.0416666|7.05968||||||
PI|249|30/10/2020|5263|12.63853073120117|120|1.6949153|2.2800684||||||
PO|249|30/10/2020|3215|12.55628871917725|65|3.1746032|2.0217729||||||
PT|249|30/10/2020|3233|11.11688041687012|93|0|2.8765852||||||
SI|249|30/10/2020|1886|7.156789302825928|37|0|1.9618239||||||
Toscana|249|30/10/2020|41723|11.37383079528809|1320|.76335877||1160|6.1299176|26420|13983|1074698|1.6874452
aslCENTRO|249|30/10/2020|19056|11.91560077667236|630|.63897765|||||||
aslNO|249|30/10/2020|15094|12.0737419128418|549|1.1049724|||||||
aslSE|249|30/10/2020|7023|8.575782775878906|127|0|||||||
AR|250|31/10/2020|4161|12.3519458770752|66|3.125|1.5861572||||||
FI|250|31/10/2020|13336|13.52534103393555|483|2.3305085|3.6217756||||||
GR|250|31/10/2020|1318|6.030987739562988|26|0|1.9726859||||||
LI|250|31/10/2020|3017|9.153797149658203|83|3.75|2.7510772||||||
LU|250|31/10/2020|4473|11.75014972686768|157|1.2903225|3.5099485||||||
MS|250|31/10/2020|2874|15.13898468017578|195|.51546389|6.7849689||||||
PI|250|31/10/2020|5639|13.54145431518555|122|1.6666666|2.1635041||||||
PO|250|31/10/2020|3497|13.65764904022217|67|3.0769231|1.9159279||||||
PT|250|31/10/2020|3430|11.79427719116211|95|2.1505377|2.7696793||||||
SI|250|31/10/2020|1968|7.467953681945801|37|0|1.8800813||||||
Toscana|250|31/10/2020|44263|12.06624412536621|1345|1.8939394||1209|4.2241378|27844|15074|1090874|1.505167
aslCENTRO|250|31/10/2020|20263|12.67033004760742|645|2.3809524|||||||
aslNO|250|31/10/2020|16003|12.80085372924805|557|1.4571949|||||||
aslSE|250|31/10/2020|7447|9.093528747558594|129|1.5748031|||||||
AR|251|01/11/2020|4387|13.02282810211182|72|9.090909|1.6412127||||||
FI|251|01/11/2020|14086|14.28598976135254|488|1.0351967|3.4644327||||||
GR|251|01/11/2020|1416|6.479422569274902|26|0|1.8361582||||||
LI|251|01/11/2020|3234|9.812191009521484|85|2.4096386|2.628324||||||
LU|251|01/11/2020|4650|12.21511173248291|157|0|3.3763442||||||
MS|251|01/11/2020|2925|15.40763092041016|197|1.0256411|6.7350426||||||
PI|251|01/11/2020|5926|14.23065376281738|122|0|2.0587242||||||
PO|251|01/11/2020|3717|14.51686573028564|70|4.477612|1.8832392||||||
